links,url,text
"NY Democrat says phone call from Cuomo was ‘terrorizing moment,’ left wife ‘crying and shaking’",https://www.foxnews.com/politics/ron-kim-democrat-phone-call-cuomo-wife-crying,JANICE DEAN: CUOMO'S COVID NURSING HOME POLICIES ROBBED MY IN-LAWS OF THEIR 60TH WEDDING ANNIVERSARY
"NY Democrat says phone call from Cuomo was ‘terrorizing moment,’ left wife ‘crying and shaking’",https://www.foxnews.com/politics/ron-kim-democrat-phone-call-cuomo-wife-crying,"""Just think about that terrorizing moment when the most powerful politician in the state, if not in the country, tells you that he will ruin you [and] ruin your livelihood,"" he added."
Gov. Cuomo accused of sexual harassment by former aide,https://www.foxnews.com/politics/cuomo-ex-aide-accuses-scandal-plagued-ny-governor-of-pervasive-sexual-harassment-in-bombshell-essay,"Several ongoing investigations continue to probe the impact of Cuomo's directive last March for nursing homes to admit COVID-19 patients, resulting in thousands of deaths in assisted living facilities."
"CPAC readies for Florida gathering amid COVID-19, as conservatives ready for Trump bonanza",https://www.foxnews.com/politics/cpac-readies-for-florida-gathering-amid-covid-as-conservatives-ready-for-trump-bonanza,JOIN CPAC 2021 FROM HOME: HOW TO WATCH STREAMING COVERAGE ON FOX NATION
Neera Tanden committee votes abruptly delayed as Biden budget pick’s nomination in jeopardy,https://www.foxnews.com/politics/neera-tanden-committee-votes-postponed-as-nomination-on-rocks,"Tanden's nomination was on shaky ground ahead of the scheduled committee votes after Sen. Joe Manchin, D-W.Va., and many Republicans said they would oppose her nomination last week. Now it's thrown further into doubt by the cancellation of the two committee votes."
Dozens of House Democrats want Biden to give up sole authority to launch nuclear weapons,https://www.foxnews.com/politics/democrats-biden-rescind-sole-nuclear-capabilities,"""Vesting one person with this authority entails real risks,"" the letter from Rep. Jimmy Panetta, D-Calif., and obtained by Politico reads. ""Past presidents have threatened to attack other countries with nuclear weapons or exhibited behavior that caused other officials to express concern about the president’s judgment."""
Dozens of House Democrats want Biden to give up sole authority to launch nuclear weapons,https://www.foxnews.com/politics/democrats-biden-rescind-sole-nuclear-capabilities,"NORTH KOREAN HACKERS STOLE $316M TO IMPROVE NUKES, BALLISTIC MISSILES, UN EXPERTS SAY"
Dozens of House Democrats want Biden to give up sole authority to launch nuclear weapons,https://www.foxnews.com/politics/democrats-biden-rescind-sole-nuclear-capabilities,CLICK HERE TO GET THE FOX NEWS APP
"NY Democrat says phone call from Cuomo was ‘terrorizing moment,’ left wife ‘crying and shaking’",https://www.foxnews.com/politics/ron-kim-democrat-phone-call-cuomo-wife-crying,"""It’s not a feel-good moment, we are talking about our relatives that we don't have anymore, but we’ll continue to shout from the rooftops,"" she said."
House Republicans request FBI briefing on Swalwell ties to alleged Chinese spy,https://www.foxnews.com/politics/house-republicans-fbi-briefing-swalwell-chinese-spy,"They said a Dec. 18 classified briefing for Speaker Nancy Pelosi and House Minority Leader Kevin McCarthy on the subject raised additional questions ""including how Rep. Swalwell could be re-appointed to the Committee on Homeland Security one month after this briefing."""
Cuomo raises eyebrows with ‘anatomy’ joke during vaccination tour,https://www.foxnews.com/politics/cuomo-raises-eyebrows-with-anatomy-joke-during-vaccination-tour,"""I stand with the governor, I work with the governor, I know where his heart is,"" she said, even as over a dozen of her Democratic colleagues call for him to be stripped of his executive powers to make further decisions regarding the COVID-19 pandemic."
House Republicans request FBI briefing on Swalwell ties to alleged Chinese spy,https://www.foxnews.com/politics/house-republicans-fbi-briefing-swalwell-chinese-spy,"""Given these injurious efforts to target a Member of the Committee, it is imperative that the House Committeee on Homeland Security receive a classified briefing detailing Rep. Swalwell’s relationship with Fang and any potential exposure of classified information,"" the lawmakers say."
Dozens of House Democrats want Biden to give up sole authority to launch nuclear weapons,https://www.foxnews.com/politics/democrats-biden-rescind-sole-nuclear-capabilities,"Panetta's office did not immediately respond to an inquiry from Fox News. The congressman said in a Monday tweet that he is ""calling on"" Biden ""to install checks [and] balances in our nuclear command-and-control structure."""
Dozens of House Democrats want Biden to give up sole authority to launch nuclear weapons,https://www.foxnews.com/politics/democrats-biden-rescind-sole-nuclear-capabilities,"The letter continues: ""While any president would presumably consult with advisors before ordering a nuclear attack, there is no requirement to do so. The military is obligated to carry out the order if they assess it is legal under the laws of war. Under the current posture of U.S. nuclear forces, that attack would happen in minutes."""
Biden’s 100-day deportation moratorium indefinitely banned by judge,https://www.foxnews.com/politics/bidens-100-day-deportation-moratorium-judge,"The agreement means that DHS must give Texas 180 days' notice of any proposed change on any matter that would reduce enforcement or increase the number of ""removable or inadmissible aliens"" in the U.S. Paxton claims that agreement has been violated."
Neera Tanden committee votes abruptly delayed as Biden budget pick’s nomination in jeopardy,https://www.foxnews.com/politics/neera-tanden-committee-votes-postponed-as-nomination-on-rocks,CLICK HERE TO GET THE FOX NEWS APP
Biden’s 100-day deportation moratorium indefinitely banned by judge,https://www.foxnews.com/politics/bidens-100-day-deportation-moratorium-judge,Fox News’ Griff Jenkins and The Associated Press contributed to this report.
House Republicans request FBI briefing on Swalwell ties to alleged Chinese spy,https://www.foxnews.com/politics/house-republicans-fbi-briefing-swalwell-chinese-spy,SPEAKER PELOSI NAMES REP. SWALWELL TO RETURN TO THE HOMELAND SECURITY COMMITTEE DESPITE SPY TIES
House Republicans request FBI briefing on Swalwell ties to alleged Chinese spy,https://www.foxnews.com/politics/house-republicans-fbi-briefing-swalwell-chinese-spy,"In a statement to the outlet, Swalwell’s office said: ""Rep. Swalwell, long ago, provided information about this person — whom he met more than eight years ago, and whom he hasn’t seen in nearly six years — to the FBI. To protect information that might be classified, he will not participate in your story."""
"CPAC readies for Florida gathering amid COVID-19, as conservatives ready for Trump bonanza",https://www.foxnews.com/politics/cpac-readies-for-florida-gathering-amid-covid-as-conservatives-ready-for-trump-bonanza,"The annual conservative confab has moved from Maryland to Orlando, Florida, due to coronavirus restrictions."
LIVE UPDATES: Joe Biden has yet to declare Uyghur abuses genocide,https://www.foxnews.com/politics/joe-biden-live-updates-2-24-2021,"The European Union Tuesday urged China to allow access by independent observers to investigate reports of secret detention camps, forced sterilization and political indoctrination."
"NY Democrat says phone call from Cuomo was ‘terrorizing moment,’ left wife ‘crying and shaking’",https://www.foxnews.com/politics/ron-kim-democrat-phone-call-cuomo-wife-crying,"""[We are] calling on Cuomo to return every dollar he took from the biggest hospital and nursing lobbyist group … We also are requesting them to turn over every single correspondence with this lobbyist to the media, press and the public,"" Kim said."
Iranian refugee slams John Kerry's 'anti-American' backdoor meetings with Iran during Trump admin,https://www.foxnews.com/politics/iran-john-kerry-backdoor-meetings-trump-nuclear-deal-anti-american,"""What exactly was it that John Kerry was telling them - just ignore America until we’re back in power?"" Cohanim said. ""It’s kind of unbelievable."""
"NY Democrat says phone call from Cuomo was ‘terrorizing moment,’ left wife ‘crying and shaking’",https://www.foxnews.com/politics/ron-kim-democrat-phone-call-cuomo-wife-crying,"MOST NEW YORKERS SAY CUOMO MISHANDLED CORONAVIRUS IN NURSING HOMES, POLL FINDS"
"CPAC readies for Florida gathering amid COVID-19, as conservatives ready for Trump bonanza",https://www.foxnews.com/politics/cpac-readies-for-florida-gathering-amid-covid-as-conservatives-ready-for-trump-bonanza,"""I think now people are beginning to see these executive orders they're going to get,"" Schlapp said. ""In some ways, he has my begrudging respect. He does all these things he says he would do. That means we're going to get a very aggressive socialist agenda. That will mean that Republicans better find their voice fast and they better start fighting fast."""
Iranian refugee slams John Kerry's 'anti-American' backdoor meetings with Iran during Trump admin,https://www.foxnews.com/politics/iran-john-kerry-backdoor-meetings-trump-nuclear-deal-anti-american,"Iranian refugee and former Trump official Ellie Cohanim slammed John Kerry on Wednesday, calling the former secretary of state's backdoor meetings with Iran during Trump’s presidency ""anti-American"" and an attempt to undermine the administration’s foreign policy stances."
"NY Democrat says phone call from Cuomo was ‘terrorizing moment,’ left wife ‘crying and shaking’",https://www.foxnews.com/politics/ron-kim-democrat-phone-call-cuomo-wife-crying,CUOMO ADMITTED HE WOULDN'T PUT HIS MOTHER IN NURSING HOME THE SAME MONTH HE ISSUED COVID ORDER
"CPAC readies for Florida gathering amid COVID-19, as conservatives ready for Trump bonanza",https://www.foxnews.com/politics/cpac-readies-for-florida-gathering-amid-covid-as-conservatives-ready-for-trump-bonanza,"CPAC will also be a forum for those on the right to sharpen their arguments against President Biden, whose administration began with a flurry of executive orders that have rankled Republicans. Schlapp specifically slammed the Biden order that revoked approval for the Keystone XL Pipeline, which led to a significant number of jobs being lost."
Gov. Cuomo accused of sexual harassment by former aide,https://www.foxnews.com/politics/cuomo-ex-aide-accuses-scandal-plagued-ny-governor-of-pervasive-sexual-harassment-in-bombshell-essay,Stefanik had previously called for Boylan's allegations against Cuomo last year to be investigated further but it amounted to nothing.
House Republicans request FBI briefing on Swalwell ties to alleged Chinese spy,https://www.foxnews.com/politics/house-republicans-fbi-briefing-swalwell-chinese-spy,"But Republicans have continued to express concern about the connection. The lawmakers noted Swalwell’s position on committees such as the House Homeland Security Committee, where lawmakers are given access to classified information."
Dozens of House Democrats want Biden to give up sole authority to launch nuclear weapons,https://www.foxnews.com/politics/democrats-biden-rescind-sole-nuclear-capabilities,NORTH KOREA AND IRAN TEAMING UP AGAIN AS US WEIGHS IRAN NUCLEAR DEAL
Gov. Cuomo accused of sexual harassment by former aide,https://www.foxnews.com/politics/cuomo-ex-aide-accuses-scandal-plagued-ny-governor-of-pervasive-sexual-harassment-in-bombshell-essay,CUOMO RAISES EYEBROWS WITH 'ANATOMY' JOKE DURING VACCINATION TOUR
"CPAC readies for Florida gathering amid COVID-19, as conservatives ready for Trump bonanza",https://www.foxnews.com/politics/cpac-readies-for-florida-gathering-amid-covid-as-conservatives-ready-for-trump-bonanza,"Gaetz at that rally took a call from Trump Jr., who also pushed for Cheney's ouster in a 2022 primary."
House Republicans request FBI briefing on Swalwell ties to alleged Chinese spy,https://www.foxnews.com/politics/house-republicans-fbi-briefing-swalwell-chinese-spy,"ERIC SWALWELL, DEM CONGRESSMAN LINKED TO CHINESE SPY, MAKES IMPEACHMENT CASE AGAINST TRUMP AT SENATE TRIAL"
"CPAC readies for Florida gathering amid COVID-19, as conservatives ready for Trump bonanza",https://www.foxnews.com/politics/cpac-readies-for-florida-gathering-amid-covid-as-conservatives-ready-for-trump-bonanza,PENCE DECLINED CPAC INVITATION: SOURCE
Cuomo raises eyebrows with ‘anatomy’ joke during vaccination tour,https://www.foxnews.com/politics/cuomo-raises-eyebrows-with-anatomy-joke-during-vaccination-tour,"""Those communities get priority here because those communities were hardest hit,"" Cuomo said of the decision, which will allow everyone in the state to make an appointment for the vaccine following the grace period for ZIP codes within the surrounding area of the college."
Iranian refugee slams John Kerry's 'anti-American' backdoor meetings with Iran during Trump admin,https://www.foxnews.com/politics/iran-john-kerry-backdoor-meetings-trump-nuclear-deal-anti-american,Fox News' Evie Fordham contributed to this report.
House Republicans request FBI briefing on Swalwell ties to alleged Chinese spy,https://www.foxnews.com/politics/house-republicans-fbi-briefing-swalwell-chinese-spy,Swalwell later told Politico that he believed his role as a vocal critic of then-President Donald Trump was the motivation for the initial information leak
"CPAC readies for Florida gathering amid COVID-19, as conservatives ready for Trump bonanza",https://www.foxnews.com/politics/cpac-readies-for-florida-gathering-amid-covid-as-conservatives-ready-for-trump-bonanza,"Conservatives and many election experts ahead of the presidential election widely agreed that some changes moving toward increased mail balloting in the U.S. made elections less secure. But despite intense scrutiny and a litany of court cases, no evidence has emerged to support the idea that there was widespread voter fraud nearly large enough to affect the result of the presidential election."
Cuomo raises eyebrows with ‘anatomy’ joke during vaccination tour,https://www.foxnews.com/politics/cuomo-raises-eyebrows-with-anatomy-joke-during-vaccination-tour,'IT WAS A RECIPE FOR DISASTER' WOMAN MOURNS MOM WHO DIED IN LONG ISLAND NURSING HOME
Gov. Cuomo accused of sexual harassment by former aide,https://www.foxnews.com/politics/cuomo-ex-aide-accuses-scandal-plagued-ny-governor-of-pervasive-sexual-harassment-in-bombshell-essay,"NY DEMOCRAT SAYS PHONE CALL FROM CUOMO WAS 'TERRORIZING MOMENT,' LEFT WIFE 'CRYING AND SHAKING'"
LIVE UPDATES: Joe Biden has yet to declare Uyghur abuses genocide,https://www.foxnews.com/politics/joe-biden-live-updates-2-24-2021,President Biden has yet to declare reported atrocities by China against Uyghurs in the country's western Xinjiang province to be genocide even after Canada’s parliament voted Monday to pass a nonbinding motion applying the classification.
Gov. Cuomo accused of sexual harassment by former aide,https://www.foxnews.com/politics/cuomo-ex-aide-accuses-scandal-plagued-ny-governor-of-pervasive-sexual-harassment-in-bombshell-essay,"""I was in shock, but I kept walking,"" Boylan wrote."
"NY Democrat says phone call from Cuomo was ‘terrorizing moment,’ left wife ‘crying and shaking’",https://www.foxnews.com/politics/ron-kim-democrat-phone-call-cuomo-wife-crying,"Kim joined ""Fox & Friends"" ahead of a rally Wednesday, where he and others will call for accountability."
Neera Tanden committee votes abruptly delayed as Biden budget pick’s nomination in jeopardy,https://www.foxnews.com/politics/neera-tanden-committee-votes-postponed-as-nomination-on-rocks,"NEERA TANDEN, XAVIER BECERRA UNDER FIRE AS BIDEN NOMINEES FIGHT TO SURVIVE CONFIRMATION BATTLES"
House Republicans request FBI briefing on Swalwell ties to alleged Chinese spy,https://www.foxnews.com/politics/house-republicans-fbi-briefing-swalwell-chinese-spy,MCCARTHY: ANYONE WHO HEARD WHAT FBI TOLD ME 'WOULD NEVER ALLOW SWALWELL TO BE ON THE INTEL COMMITTEE'
"CPAC readies for Florida gathering amid COVID-19, as conservatives ready for Trump bonanza",https://www.foxnews.com/politics/cpac-readies-for-florida-gathering-amid-covid-as-conservatives-ready-for-trump-bonanza,"Perhaps also hinting at the pro-Trump nature of the conference, CPAC 2021 includes seven separate panels on ""protecting elections,"" which alternatively examine similar claims of widespread voter fraud made by Trump after the presidential election or how to strengthen elections for the future."
Gov. Cuomo accused of sexual harassment by former aide,https://www.foxnews.com/politics/cuomo-ex-aide-accuses-scandal-plagued-ny-governor-of-pervasive-sexual-harassment-in-bombshell-essay,"Rep. Elise Stefanik, R-N.Y., immediately called for Cuomo to resign following Boylan's story, calling him the ""Worst Governor in America"" and a ""criminal sexual predator."""
Dozens of House Democrats want Biden to give up sole authority to launch nuclear weapons,https://www.foxnews.com/politics/democrats-biden-rescind-sole-nuclear-capabilities,A promise from the president to give up his nuclear capabilities as commander in chief could take the same power away from future presidents.
"NY Democrat says phone call from Cuomo was ‘terrorizing moment,’ left wife ‘crying and shaking’",https://www.foxnews.com/politics/ron-kim-democrat-phone-call-cuomo-wife-crying,Dean said she and others will continue their fight for accountability and justice.
Biden’s 100-day deportation moratorium indefinitely banned by judge,https://www.foxnews.com/politics/bidens-100-day-deportation-moratorium-judge,"ACLU CALLS BIDEN GUIDANCE ON ICE ARRESTS, DEPORTATIONS 'DISAPPOINTING STEP BACKWARD'"
Gov. Cuomo accused of sexual harassment by former aide,https://www.foxnews.com/politics/cuomo-ex-aide-accuses-scandal-plagued-ny-governor-of-pervasive-sexual-harassment-in-bombshell-essay,"Boylan said his behavior ""was all so normalized — particularly by Melissa DeRosa and other top women around him — that only now do I realize how insidious his abuse was."""
Neera Tanden committee votes abruptly delayed as Biden budget pick’s nomination in jeopardy,https://www.foxnews.com/politics/neera-tanden-committee-votes-postponed-as-nomination-on-rocks,"""Neera Tanden is a leading policy expert who brings critical qualifications to the table during this time of unprecedented crisis,"" Psaki said. ""She also has important perspective and values, understanding firsthand the powerful difference policy can make in the lives of those going through hard times. She has a broad spectrum of support, ranging from the U.S. Chamber of Commerce to labor unions, and has a strong record of working with both parties that we expect to grow in President Biden's cabinet as the first South Asian woman to lead OMB."""
Gov. Cuomo accused of sexual harassment by former aide,https://www.foxnews.com/politics/cuomo-ex-aide-accuses-scandal-plagued-ny-governor-of-pervasive-sexual-harassment-in-bombshell-essay,"In another encounter in December 2016, Boylan said Cuomo arranged through a handler to meet her in his Albany office, to which she agreed reluctantly. She said he gave her a tour of his office, ""smirked"" and showed off a cigar box he said was given to him by former President Bill Clinton while he served as the secretary of Housing and Urban Development."
Cuomo raises eyebrows with ‘anatomy’ joke during vaccination tour,https://www.foxnews.com/politics/cuomo-raises-eyebrows-with-anatomy-joke-during-vaccination-tour,The site is one of two to open this week -- the other at Medgar Evers College in Brooklyn -- that will first prioritize community residents in an effort to ensure the vaccine is doled out in a socially equitable manner.
Dozens of House Democrats want Biden to give up sole authority to launch nuclear weapons,https://www.foxnews.com/politics/democrats-biden-rescind-sole-nuclear-capabilities,Fox News' Greg Norman contributed to this report.
House Republicans request FBI briefing on Swalwell ties to alleged Chinese spy,https://www.foxnews.com/politics/house-republicans-fbi-briefing-swalwell-chinese-spy,"""I’ve been a critic of the president. I’ve spoken out against him. I was on both committees that worked to impeach him,"" Swalwell said. ""The timing feels like that should be looked at."""
"CPAC readies for Florida gathering amid COVID-19, as conservatives ready for Trump bonanza",https://www.foxnews.com/politics/cpac-readies-for-florida-gathering-amid-covid-as-conservatives-ready-for-trump-bonanza,"Now, one year later, both the world and CPAC 2021 are very different."
"NY Democrat says phone call from Cuomo was ‘terrorizing moment,’ left wife ‘crying and shaking’",https://www.foxnews.com/politics/ron-kim-democrat-phone-call-cuomo-wife-crying,"Senior meteorologist Janice Dean, who lost both of her parents-in-law to COVID-19, praised Kim for his support."
"NY Democrat says phone call from Cuomo was ‘terrorizing moment,’ left wife ‘crying and shaking’",https://www.foxnews.com/politics/ron-kim-democrat-phone-call-cuomo-wife-crying,Kim is one of several lawmakers on both sides of the aisle who have criticized Cuomo’s order requiring nursing homes to accept coronavirus-positive patients released from hospitals. The directive was enacted on March 25 and rescinded in May.
House Republicans request FBI briefing on Swalwell ties to alleged Chinese spy,https://www.foxnews.com/politics/house-republicans-fbi-briefing-swalwell-chinese-spy,"As part of that effort, Fang reportedly took part in fundraising for Swalwell’s 2014 reelection campaign -- although she did not make donations nor was there evidence of illegal contributions."
Biden’s 100-day deportation moratorium indefinitely banned by judge,https://www.foxnews.com/politics/bidens-100-day-deportation-moratorium-judge,U.S. District Judge Drew Tipton indefinitely banned enforcement of the Jan. 20 memorandum that would have implemented a 100-day moratorium on most deportations.
Gov. Cuomo accused of sexual harassment by former aide,https://www.foxnews.com/politics/cuomo-ex-aide-accuses-scandal-plagued-ny-governor-of-pervasive-sexual-harassment-in-bombshell-essay,CLICK HERE FOR THE FOX NEWS APP
"CPAC readies for Florida gathering amid COVID-19, as conservatives ready for Trump bonanza",https://www.foxnews.com/politics/cpac-readies-for-florida-gathering-amid-covid-as-conservatives-ready-for-trump-bonanza,"""I think all the ones that are seriously considering running -- and obviously Donald Trump is the big [one], is looming over all those decisions the most,"" Schlapp said. ""And look, you're not going to get the Republican nomination being a never-Trumper. You're not going to get the Republican nomination if you're not a strong conservative. So all of that kind of courting, it's appropriate that it starts at CPAC."""
Biden’s 100-day deportation moratorium indefinitely banned by judge,https://www.foxnews.com/politics/bidens-100-day-deportation-moratorium-judge,ICE OFFICERS WILL NEED PREAPPROVAL BEFORE ARRESTING SOME ILLEGAL IMMIGRANTS UNDER NEW RULES
Dozens of House Democrats want Biden to give up sole authority to launch nuclear weapons,https://www.foxnews.com/politics/democrats-biden-rescind-sole-nuclear-capabilities,"Pelosi said she spoke to Milley on Jan. 5 ""to discuss available precautions for preventing an unstable president from initiating military hostilities or accessing the launch codes and ordering a nuclear strike."""
Gov. Cuomo accused of sexual harassment by former aide,https://www.foxnews.com/politics/cuomo-ex-aide-accuses-scandal-plagued-ny-governor-of-pervasive-sexual-harassment-in-bombshell-essay,"She also alleged that shortly before the office incident, that made her feel uncomfortable, Stephanie Benton, director of the governor’s offices, told her in an email that Cuomo suggested she look up images of Lisa Shields — his rumored former girlfriend — because ""we could be sisters"" and told Boylan she was ""the better looking sister."""
Cuomo raises eyebrows with ‘anatomy’ joke during vaccination tour,https://www.foxnews.com/politics/cuomo-raises-eyebrows-with-anatomy-joke-during-vaccination-tour,"Gov. Andrew Cuomo joked Wednesday about himself administering COVID-19 vaccines to New Yorkers, saying he'd get to choose ""the part of the anatomy"" to jab."
"CPAC readies for Florida gathering amid COVID-19, as conservatives ready for Trump bonanza",https://www.foxnews.com/politics/cpac-readies-for-florida-gathering-amid-covid-as-conservatives-ready-for-trump-bonanza,And what's staying the same more than anything else is that former President Donald Trump will be at the center of the conference more than any other individual.
"NY Democrat says phone call from Cuomo was ‘terrorizing moment,’ left wife ‘crying and shaking’",https://www.foxnews.com/politics/ron-kim-democrat-phone-call-cuomo-wife-crying,CLICK HERE TO GET THE FOX NEWS APP
"NY Democrat says phone call from Cuomo was ‘terrorizing moment,’ left wife ‘crying and shaking’",https://www.foxnews.com/politics/ron-kim-democrat-phone-call-cuomo-wife-crying,Dean argued lawmakers should put politics aside and come together in order to support grieving families.
House Republicans request FBI briefing on Swalwell ties to alleged Chinese spy,https://www.foxnews.com/politics/house-republicans-fbi-briefing-swalwell-chinese-spy,CLICK HERE TO GET THE FOX NEWS APP
Cuomo raises eyebrows with ‘anatomy’ joke during vaccination tour,https://www.foxnews.com/politics/cuomo-raises-eyebrows-with-anatomy-joke-during-vaccination-tour,"Several ongoing investigations continue to probe the impact of Cuomo's directive last March for nursing homes to admit COVID-19 patients, resulting in thousands of deaths in assisted living facilities."
Gov. Cuomo accused of sexual harassment by former aide,https://www.foxnews.com/politics/cuomo-ex-aide-accuses-scandal-plagued-ny-governor-of-pervasive-sexual-harassment-in-bombshell-essay,"The recently detailed allegations by Boylan triggered renewed calls for Cuomo to resign as he faces intense scrutiny and pressure following explosive revelations that his administration concealed accurate nursing home death counts in the midst of the COVID-19 pandemic, stonewalling a federal investigation by the Justice Department into elder care facilities in four states, including New York."
House Republicans request FBI briefing on Swalwell ties to alleged Chinese spy,https://www.foxnews.com/politics/house-republicans-fbi-briefing-swalwell-chinese-spy,"It also notes past comments by Wray, who said China is engaged in a foreign influence campaign that includes ""bribery, blackmail and overt deals."""
Biden’s 100-day deportation moratorium indefinitely banned by judge,https://www.foxnews.com/politics/bidens-100-day-deportation-moratorium-judge,But Texas argued the directive violates the Constitution and federal law as well as a contractual agreement between Texas and DHS signed in the final days of the Trump administration that the state would be consulted before reducing immigration enforcement or pausing deportations.
Gov. Cuomo accused of sexual harassment by former aide,https://www.foxnews.com/politics/cuomo-ex-aide-accuses-scandal-plagued-ny-governor-of-pervasive-sexual-harassment-in-bombshell-essay,"Boylan said in another incident, this time in Cuomo's New York City office, he kissed her on the lips."
Gov. Cuomo accused of sexual harassment by former aide,https://www.foxnews.com/politics/cuomo-ex-aide-accuses-scandal-plagued-ny-governor-of-pervasive-sexual-harassment-in-bombshell-essay,"""The idea that someone might think I held my high-ranking position because of the Governor’s 'crush' on me was more demeaning than the kiss itself."""
"CPAC readies for Florida gathering amid COVID-19, as conservatives ready for Trump bonanza",https://www.foxnews.com/politics/cpac-readies-for-florida-gathering-amid-covid-as-conservatives-ready-for-trump-bonanza,"""A lot of fair-minded people are like, 'well, let's see if we get the AOC Joe Biden and the Bernie Sanders Joe Biden, or do we get the Joe Manchin Joe Biden?'"" Schlapp said of the early days of the Biden administration. ""I think a lot of people believe that the Joe Biden who emerges will be whatever is given on the cue cards, right? Like, he's being driven by the people around him."""
"0               Berkeley Poll: Gov. Newsom's Approval Rating Plummets in California
1                                   RNC Announces 'Committee on Election Integrity'
2                  Biden, Trudeau Bypass Tension for Unity on Virus, China, Climate
3                                   Rep. Issa: Newsom Recall Bigger Than Gray Davis
4                        Environmentalists Sue EPA to Improve Air-Quality Standards
                                            ...                                    
10913                    Zeldin: Will Do 'Everything in My Power' To See Cuomo Lose
10914    Pompeo: China Sending 'Message' to Biden With Sanctions on Trump Officials
10915     Gizzi: 11 Republicans Break From Party to Keep Rep. Greene Off Committees
10916                  McConnell Opposed Biden's DHS Nominee Due to 'Ethics Issues'
10917              Tribune Publishing Agrees to $430 Million Takeover by Hedge Fund
Name: link, Length: 10918, dtype: object","0                                        https://www.newsmax.com/politics/newsom-california-pandemic-recall/2021/02/02/id/1008325/
1                                https://www.newsmax.com/politics/rnc-committeeonelectionintegrity-mcdaniel/2021/02/17/id/1010444/
2                                       https://www.newsmax.com/politics/canada-trudeau-trade-supply-chains/2021/02/24/id/1011296/
3                                  https://www.newsmax.com/politics/gavin-newsom-california-recall-governor/2021/02/06/id/1008913/
4                                         https://www.newsmax.com/politics/epa-smog-environmentalists-ozone/2021/02/11/id/1009699/
                                                                   ...                                                            
10913                                       https://www.newsmax.com/politics/zeldin-cuomo-new-york-governor/2021/02/22/id/1011056/
10914                                                https://www.newsmax.com/politics/mike-pompeo-sanctions/2021/02/04/id/1008683/
10915                           https://www.newsmax.com/politics/11-republicans-vote-marjorie-taylor-greene/2021/02/05/id/1008760/
10916                     https://www.newsmax.com/politics/alejandro-mayorkas-dhs-secretary-mitch-mcconnell/2021/02/02/id/1008345/
10917    https://www.newsmax.com/politics/tribune-publishing-chicago-tribune-new-york-daily-news-hedge-fund/2021/02/16/id/1010286/
Name: link-href, Length: 10918, dtype: object","0                                                                                                                                                                                                                                                                                                                                                                    California’s Democrat Gov. Gavin Newsom’s approval rating has reportedly dropped 14 points over the last four months amid growing recall petitions, a new poll found.
1                                                                                                                                                                                                                                                                                                                                      The Republican State Leadership Committee also announced on Wednesday the creation of a “commission to restore the American people’s confidence in the integrity of their free and fair elections.”
2                                                                                                            Biden offered full U.S. support to pressure China to release former diplomat Michael Kovrig and businessman Michael Spavor, who were detained in 2018 after Canada arrested Meng Wanzhou, a Chinese executive with Huawei Technologies Co. The U.S. has sought the extradition of Meng — who is the daughter of the company’s founder — to try her on fraud charges. Her extradition case remains pending in Canadian courts.
3                                                                                                                                                                                                                                                                                                                                              ""But this time there is no simple solution, except with the governor to change the direction of our state. The same is true on our failed COVID relief. The same is true on our lockdowns.""
4                                                                                                                                                                                                                                                                                                                                                                      It was not that the Trump administration's EPA changed the standards from the Obama administration, but because it kept it at 70 parts per billion, per the report.
                                                                                                                                                                                                                                                                       ...                                                                                                                                                                                                                                                                
10913                                                                                                                                                    ""I think you have a lot of Democrats that are saying to themselves, three terms are too much for Andrew Cuomo, and we need to make a change,"" said Zeldin. ""The stories are not lining up and the consequences are at the end of the day we are talking about all the thousands of lives lost that families that want accountability and justice. So legally, he is exposed too.""
10914    China's foreign ministry said in a statement last month: ""Over the past few years, some anti-China politicians in the United States, out of their selfish political interests and prejudice and hatred against China and showing no regard for the interests of the Chinese and American people, have planned, promoted and executed a series of crazy moves which have gravely interfered in China's internal affairs, undermined China's interests, offended the Chinese people, and seriously disrupted China-U.S. relations.""
10915                                                                                                                                                                                                                                                                                                                           If there was any surprise in the ordeal of Rep. Marjorie Taylor Greene, R-Ga., it was in the final vote Thursday evening to deny her assignments to two House committees — Education and Labor and Budget.
10916                                                                                                                                                                                                                      ""I've voted for several of President Biden's mainstream Cabinet nominees,"" McConnell tweeted. ""But his choice to run Homeland Security was blasted by the Obama administration's own Inspector General for running an immigration law favor factory for powerful Democrats. Bad pick with major ethics issues.""
10917                                                                                                                                                                                                                                                                               Alden bought a stake in Tribune a little over a year ago. The hedge fund, through its backing of MNG Enterprises Inc., also tried to acquire Gannett Co. in 2019 but lost out to New Media Investment Group Inc., which promised less-severe job cuts.
Name: text, Length: 10918, dtype: object"
