links,url,text
"'Merci, mon ami': Biden, Trudeau renew bilateral bond post-Trump",https://www.politico.com/news/2021/02/23/biden-trudeau-meeting-471312,"“We're facing tough times, there's no doubt,” Trudeau said. “But we're not facing them alone.”"
Neera Tanden's Senate committee votes postponed,https://www.politico.com/news/2021/02/24/neera-tanden-committee-vote-postponed-471321,"Signs of trouble for Tanden began late last week, when Sen. Joe Manchin (D-W.Va.) said that he would oppose her nomination, citing her previous tweets criticizing senators in both parties. Manchin’s opposition means that Tanden would need at least one Republican to support her in order for her to be confirmed."
How the White House botched the Neera Tanden nomination,https://www.politico.com/news/2021/02/23/neera-tanden-confirmation-471265,"“The truth is that she’s been critical of the left and the right. What the hell? I actually know her, I think she’s a good person,” said Sen. Jon Tester (D-Mont.). “I don’t think the fight’s over with. Not ‘til she’s either pulled or the vote is negative.”"
Dems clash over Biden-era police bill after 'defund' attacks,https://www.politico.com/news/2021/02/24/democrats-defund-police-471201,"“The definition of qualified immunity is really important. it depends on how you define it,” said Sen. Tim Scott (R-S.C.), the lead author of Republicans’ policing proposal last Congress. “I think making it easier for families to get retribution or restoration financially is a good thing. Demonizing police officers is a bad thing.”"
"New York City said it would purge its DNA database. A year later, it’s expanded.",https://www.politico.com/news/2021/02/24/new-york-city-dna-database-471342,Police brass have described DNA as a crucial tool in solving violent crimes.
What we know — and still don't — as Congress starts its Jan. 6 investigation,https://www.politico.com/news/2021/02/24/january-6-capitol-riot-investigation-471196,"Sen. Jacky Rosen (D-Nev.) concluded her questioning with a request for information about potential violence on March 4 — the Constitution’s original inauguration day — which authorities have warned could feature another attempted attack by those who refuse to accept the election results. What, she asked, was being done by authorities in Washington to prepare?"
FDA confirms J&J vaccine is safe and effective,https://www.politico.com/news/2021/02/24/fda-johnson-johnson-single-dose-shot-covid-471327,"Johnson & Johnson’s single-dose Covid-19 vaccine appears safe and effective, particularly against severe disease, though questions remain about how well it works in older people, the Food and Drug Administration said Wednesday."
Democrats' $1.9T Covid aid bill faces the Senate chopping block,https://www.politico.com/news/2021/02/24/democrats-covid-stimulus-budget-senate-471324,"In order to survive under the budget rules, each piece of the Covid aid bill must clear what's known as the Byrd Rule by producing a significant effect on federal spending, revenues and the debt within a decade, in addition to meeting a litany of other requirements."
Pentagon wades into political minefield in hunt for extremists,https://www.politico.com/news/2021/02/24/pentagon-hunt-extremists-471291,"By the first week of April, all members of the military must take part in a highly unusual order from Defense Secretary Lloyd Austin, in which unit leaders will conduct a day-long “stand down” to discuss the threat of extremism and gather feedback from troops on the extent that racism and other hateful ideologies or anti-government sentiment have taken root in recent years."
McConnell to support Garland for attorney general,https://www.politico.com/news/2021/02/23/mcconnell-merrick-garland-attorney-general-471177,"“I do,” McConnell told POLITICO Tuesday afternoon when asked if he plans to back Garland. The Kentucky Republican did not elaborate on his decision."
Pentagon wades into political minefield in hunt for extremists,https://www.politico.com/news/2021/02/24/pentagon-hunt-extremists-471291,But officials also insist that the effort to address extremism will be very focused in order to avoid discussions that could alienate members of the military or be perceived by the public as advancing one political worldview over others.
"Election officials defended the 2020 vote. In 2022, they’ll have to defend themselves.",https://www.politico.com/news/2021/02/23/2022-elections-secretary-of-state-471273,"Twenty-six states will have secretary of state elections next year, including five of the 10 closest states in the 2020 presidential election, and incumbents from both parties are preparing for tough battles. Michigan Secretary of State Jocelyn Benson, a Democrat up for reelection in 2022, said she will likely have to raise more money than before — but she expects it to be easier now."
What we know — and still don't — as Congress starts its Jan. 6 investigation,https://www.politico.com/news/2021/02/24/january-6-capitol-riot-investigation-471196,"Under questioning from Hawley and later from Sen. Bill Hagerty (R-Tenn.), the witnesses repudiated Honoré’s comments."
How the White House botched the Neera Tanden nomination,https://www.politico.com/news/2021/02/23/neera-tanden-confirmation-471265,"“We’re going to push,” Biden said on Tuesday. “We still think there’s a shot, a good shot.”"
Dems clash over Biden-era police bill after 'defund' attacks,https://www.politico.com/news/2021/02/24/democrats-defund-police-471201,"“I don’t know how many more people need to be killed,” she added. “I don’t think that you pass legislation or support legislation based on your fear of a future campaign ad."""
Pentagon wades into political minefield in hunt for extremists,https://www.politico.com/news/2021/02/24/pentagon-hunt-extremists-471291,"Rosewall cites a number of views that commanders must ensure do not get lumped into extremist behavior, including religious convictions that hold that gay marriage, while legal, is immoral."
How the White House botched the Neera Tanden nomination,https://www.politico.com/news/2021/02/23/neera-tanden-confirmation-471265,Marianne LeVine contributed to this report.
What we know — and still don't — as Congress starts its Jan. 6 investigation,https://www.politico.com/news/2021/02/24/january-6-capitol-riot-investigation-471196,"Sund called Honoré's comments “highly disrespectful to the hardworking women and men"" of the Capitol Police."
McConnell to support Garland for attorney general,https://www.politico.com/news/2021/02/23/mcconnell-merrick-garland-attorney-general-471177,"During his confirmation hearing, Garland stressed his law enforcement background. Over the weekend, the Justice Department released a list of law enforcement groups supporting him for attorney general, including the Fraternal Order of Police, which endorsed Donald Trump for president in 2016 and again last year."
Texas disaster puts Beto O’Rourke back in business,https://www.politico.com/news/2021/02/24/beto-orourke-texas-governor-471254,"Rep. Alexandria Ocasio-Cortez (D-N.Y.) has raised several million dollars for the disaster relief, as O’Rourke has noted during his frequent livestreamed appreciations of other people helping."
"Lawrence Ferlinghetti, poet and activist, dies at 101",https://www.politico.com/news/2021/02/23/lawrence-ferlinghetti-poet-activist-dies-471233,"Ferlinghetti’s eyesight was poor in recent years, but he continued to write and to keep regular hours at City Lights. The establishment, meanwhile, warmed to him, even if the affection wasn’t always returned. He was named San Francisco’s first poet laureate, in 1998, and City Lights was granted landmark status three years later. He received an honorary prize from the National Book Critics Circle in 2000 and five years later was given a National Book Award medal for “his tireless work on behalf of poets and the entire literary community.”"
‘It can only get better’: Linda Thomas-Greenfield headed to crisis-plagued U.N.,https://www.politico.com/news/2021/02/23/un-ambassador-linda-thomas-greenfield-471172,"The current Security Council leader, U.K. Ambassador Barbara Woodward, told POLITICO the Britain is excited to work with Thomas-Greenfield, “in particular on shared priorities such as climate and Covid-19.” Woodward today succeeded in pushing climate change onto the agenda of the Security Council, in a debate led by Prime Minister Boris Johnson, which also featured the Biden administration’s new climate envoy, John Kerry."
Democrats' $1.9T Covid aid bill faces the Senate chopping block,https://www.politico.com/news/2021/02/24/democrats-covid-stimulus-budget-senate-471324,Alice Miranda Ollstein and Marianne LeVine contributed to this report.
"New York City said it would purge its DNA database. A year later, it’s expanded.",https://www.politico.com/news/2021/02/24/new-york-city-dna-database-471342,"“Those who have been directly affected by violent crime appreciate the role DNA analysis as a tool plays in giving them answers and ultimately delivering justice. As of December, there were almost 3,000 DNA samples flagged for removal from the local database,” said OCME spokesperson Aja Worthy-Davis. “This ongoing process is technically complex, and accuracy is essential, however with consideration to public concerns we have effectively removed access to those cases in the process of elimination. We have kept our partners updated on this process throughout, and will continue to do so.”"
"Election officials defended the 2020 vote. In 2022, they’ll have to defend themselves.",https://www.politico.com/news/2021/02/23/2022-elections-secretary-of-state-471273,"The biggest battleground is likely to be Georgia, where Republican Secretary of State Brad Raffensperger is set to face dual challenges after Trump targeted him for certifying President Joe Biden’s victory there. Democrats are eager to take control of state election administration in Georgia, which has for years been at the center of national debates about voter suppression. But first, Raffensperger may see Trump endorse a primary opponent out of retribution for perceived slights."
Top Senate Republican has 'serious concerns' over Pentagon policy pick,https://www.politico.com/news/2021/02/23/colin-kahl-senate-republican-pentagon-471268,It's unclear how widespread the Republican opposition to Kahl is on the Armed Services Committee and in the wider Senate.
The Hard Truth About Memorializing the Pandemic,https://www.politico.com/news/magazine/2021/02/23/the-hard-truth-about-memorializing-the-pandemic-471197,"I haven’t gotten my jab yet. Send vaccines (two doses, please) to Shafer.Politico@gmail.com. My email alerts went anti-vaxx before it was trendy. My Twitter feed regrets not getting the shingles vaccine. My RSS feed insists that its vaccines be psychoactive."
'Bad politics for them': GOP sneers at Dem Covid bill,https://www.politico.com/news/2021/02/23/bad-politics-for-them-gop-sneers-at-dem-covid-bill-471245,"Democrats are agog that Republicans don’t see the downside in opposing a bill that polls better than most politicians do. Moreover, the GOP just lost two Senate seats in Georgia to a unified Democratic campaign in favor of big stimulus checks — and a big pandemic rescue plan."
How the White House botched the Neera Tanden nomination,https://www.politico.com/news/2021/02/23/neera-tanden-confirmation-471265,"Through it all, White House has continued to stand its ground. “We do believe there’s more than one path,” a source close to the nomination talks said Tuesday, but would not get more specific than to say it involved Republicans."
Neera Tanden's Senate committee votes postponed,https://www.politico.com/news/2021/02/24/neera-tanden-committee-vote-postponed-471321,"Meanwhile, the Senate’s top Republican appropriator said he would support Shalanda Young, the former clerk and staff director for the House Appropriations Committee, to lead OMB if Tanden’s nomination implodes."
Democrats' $1.9T Covid aid bill faces the Senate chopping block,https://www.politico.com/news/2021/02/24/democrats-covid-stimulus-budget-senate-471324,"All eyes are on Elizabeth MacDonough, the first woman to hold the Senate's non-partisan parliamentarian position. MacDonough was first appointed to the role in 2012 by then-Majority Leader Harry Reid (D-Nev.)."
Texas disaster puts Beto O’Rourke back in business,https://www.politico.com/news/2021/02/24/beto-orourke-texas-governor-471254,"If O’Rourke runs for governor, Watts said, “I think he could catch fire.”"
Romney: Trump will win 2024 GOP nomination if he runs,https://www.politico.com/news/2021/02/24/mitt-romney-trump-2024-gop-nomination-471316,"In a New York Times-DealBook virtual interview, the Utah Republican said he was “sure” the former president would play a role in the GOP in the coming years — assessing that Trump has “by far the largest voice and a big impact in my party.”"
"Election officials defended the 2020 vote. In 2022, they’ll have to defend themselves.",https://www.politico.com/news/2021/02/23/2022-elections-secretary-of-state-471273,"Kurz, who was once described by a Bloomberg columnist as the “Paul Revere” of secretary of state races, was still somewhat skeptical that the current intense focus on election administrators would carry through 2022, at least among big donors. “I feel a little more confident about grassroots support than the elite support,” she said, noting that while she’s been fighting a largely unsuccessful battle to try to get attention to secretary of state races for a decade, there was a noticeable uptick in small-dollar donors for her group in 2020."
How the White House botched the Neera Tanden nomination,https://www.politico.com/news/2021/02/23/neera-tanden-confirmation-471265,"Today, the White House can’t even get all Democrats on board. And Mitch McConnell is urging the GOP to band together to take Tanden down."
Dems clash over Biden-era police bill after 'defund' attacks,https://www.politico.com/news/2021/02/24/democrats-defund-police-471201,Marianne LeVine contributed to this report.
"House Freedom Caucus opposes earmarks, setting up internal GOP debate",https://www.politico.com/news/2021/02/24/house-freedom-caucus-opposes-earmarks-471344,"“I’m old enough to remember when there was a Bridge to Nowhere,” said freshman Rep. Nancy Mace (R-S.C.), who represents a key swing district and serves on the House Transportation and Infrastructure Committee. “If there’s a way that they’re done in a constitutional manner, then I think that’s up for debate. But I don’t know enough about how they are being brought back.”"
How the White House botched the Neera Tanden nomination,https://www.politico.com/news/2021/02/23/neera-tanden-confirmation-471265,"Mitch McConnell, meanwhile, has told his caucus he wants Republicans to stick together on the Tanden vote, according to two sources with knowledge of the Senate minority leader’s remarks."
'Bad politics for them': GOP sneers at Dem Covid bill,https://www.politico.com/news/2021/02/23/bad-politics-for-them-gop-sneers-at-dem-covid-bill-471245,"“It’s not a hard no vote when only 10 percent of the dollars go to a vaccine and vaccine distribution,” added Sen. Shelley Moore Capito (R-W.Va.), who tried to seek a bipartisan deal with Biden."
Stephen Miller set to brief House conservatives,https://www.politico.com/news/2021/02/23/stephen-miller-house-conservatives-471301,"And yet, polling shows the majority of the country supportive of immigration reform. Overall, 65 percent of Americans support a pathway to citizenship for undocumented immigrants currently living in the United States, according to a February poll by Quinnipiac. And even more — 83 percent — support allowing undocumented immigrants who were brought to the U.S. as children to remain in the country and apply for citizenship."
FDA confirms J&J vaccine is safe and effective,https://www.politico.com/news/2021/02/24/fda-johnson-johnson-single-dose-shot-covid-471327,FDA said data is insufficient at this time to determine whether the vaccine caused or contributed to those events — especially because many of the people who experienced clotting had other risk factors. The agency said it “will recommend surveillance for further evaluation of thromboembolic events with deployment of the vaccine into larger populations.”
Pentagon wades into political minefield in hunt for extremists,https://www.politico.com/news/2021/02/24/pentagon-hunt-extremists-471291,"The Pentagon says it is still working on additional guidelines for commanders to rely on during the stand down, including the specific themes to be highlighted about the military's values and its adherence to the law and subservience to civilian authority."
"House Freedom Caucus opposes earmarks, setting up internal GOP debate",https://www.politico.com/news/2021/02/24/house-freedom-caucus-opposes-earmarks-471344,"And some Republicans are keeping their powder dry — and waiting to hear more information — before they make a decision about using the spending practice, which is still controversial on the right."
Vilsack confirmed as Agriculture secretary,https://www.politico.com/news/2021/02/23/vilsack-confirmed-agriculture-secretary-471178,"The political context: Vilsack has long enjoyed bipartisan support on Capitol Hill. In 2009, he was confirmed by unanimous consent on Inauguration Day."
"Election officials defended the 2020 vote. In 2022, they’ll have to defend themselves.",https://www.politico.com/news/2021/02/23/2022-elections-secretary-of-state-471273,"The Republican State Leadership Committee, which has an arm focused on secretary of state races, declined to share a battleground map or estimated budget but said it also was expecting competitive races across the map. “With the debate on election integrity now front and center nationally, we are as committed as ever to devoting our resources to electing strong secretaries of state who will work to make it easier to vote and harder to cheat,” said Andrew Romeo, a RSLC spokesperson."
Top board leaders resign after deadly Texas power outages,https://www.politico.com/news/2021/02/23/board-leaders-of-texas-grid-operator-resign-after-outages-471202,"AUSTIN, Texas — Top board leaders of Texas’ embattled power grid operator said Tuesday they will resign following outrage over more than 4 million customers losing electricity last week during a deadly winter storm, including many whose frigid homes lacked heat for days in subfreezing temperatures."
'Bad politics for them': GOP sneers at Dem Covid bill,https://www.politico.com/news/2021/02/23/bad-politics-for-them-gop-sneers-at-dem-covid-bill-471245,"Freshman GOP Rep. Ashley Hinson — a mother of two who represents a key swing district in Iowa — has been front and center on the issue. During Monday’s House Budget Committee markup, she tried to attach language to the relief bill to ensure schools have a reopening plan before they receive additional funding, but it was rejected."
What we know — and still don't — as Congress starts its Jan. 6 investigation,https://www.politico.com/news/2021/02/24/january-6-capitol-riot-investigation-471196,"In particular, the witnesses described intelligence breakdowns as well as bureaucratic delays from the Defense Department that left them unprepared to defend the Capitol from the violent mob."
What we know — and still don't — as Congress starts its Jan. 6 investigation,https://www.politico.com/news/2021/02/24/january-6-capitol-riot-investigation-471196,"Here’s what we've learned so far — and just as importantly, what investigators left for another day:"
"Election officials defended the 2020 vote. In 2022, they’ll have to defend themselves.",https://www.politico.com/news/2021/02/23/2022-elections-secretary-of-state-471273,"In Georgia, Raffensperger’s backers are already tensing for Trump-aligned donors and others to pour money into a Republican primary campaign against him. Potential primary challengers include Vernon Jones, the party-switching former state representative who has publicly mused about a run, and state Sen. Brandon Beach. Fuchs, Raffensperger’s deputy secretary of state, said she expects Jones to get the “majority of the Trump funding and backing” should he decide to run."
'Bad politics for them': GOP sneers at Dem Covid bill,https://www.politico.com/news/2021/02/23/bad-politics-for-them-gop-sneers-at-dem-covid-bill-471245,"Instead, Republicans are comfortable foisting blame on Biden for shutting them out of the legislative process and hammering Democrats over the slow pace of school reopenings across the country — an issue they think will become a potent political weapon, particularly in key suburban battlegrounds. If there's any risk of political blowback for lining up against Covid aid that polls well with the public, most Republicans aren't seeing it."
McConnell to support Garland for attorney general,https://www.politico.com/news/2021/02/23/mcconnell-merrick-garland-attorney-general-471177,"Senate Minority Leader Mitch McConnell will support Merrick Garland’s nomination for attorney general, five years after blocking the judge's path to the Supreme Court."
Texas disaster puts Beto O’Rourke back in business,https://www.politico.com/news/2021/02/24/beto-orourke-texas-governor-471254,"“I feel good,” he said. “Honestly, my right butt hurts from driving for the last eight hours. But overall, I feel good.”"
'Bad politics for them': GOP sneers at Dem Covid bill,https://www.politico.com/news/2021/02/23/bad-politics-for-them-gop-sneers-at-dem-covid-bill-471245,"Yet many Republicans are rallying against the Biden agenda, hoping to shift away from uncomfortable questions about the party’s identity in the post-Trump world."
Neera Tanden's Senate committee votes postponed,https://www.politico.com/news/2021/02/24/neera-tanden-committee-vote-postponed-471321,"“We are postponing the business meeting because members need more time to consider the nominee,” said a Democratic aide on the Homeland Security committee. “The president deserves to have a team in place that he wants, and we’re going to work with our members to figure out the best path forward."""
Romney: Trump will win 2024 GOP nomination if he runs,https://www.politico.com/news/2021/02/24/mitt-romney-trump-2024-gop-nomination-471316,"Although the senator cautioned that “a lot can happen between now and 2024,” he pointed to public opinion surveys that show Republican voters still overwhelmingly favor the former president."
Top Senate Republican has 'serious concerns' over Pentagon policy pick,https://www.politico.com/news/2021/02/23/colin-kahl-senate-republican-pentagon-471268,"The Senate confirmed former President Barack Obama's first pick for the policy post, Michèle Flournoy, in early February 2009. The Trump administration, meanwhile, filled the post on an acting basis for nearly its first year until John Rood was confirmed for the job in January 2018."
Judge rips Capitol rioter’s Trump defense,https://www.politico.com/news/2021/02/23/capitol-rioters-judge-proud-boys-trump-471199,"“If President Trump ordered or instructed a member of the Proud Boys [to] go off and murder somebody and someone went off and did that, it follows that … would immunize them from liability for that criminal act? … In effect, isn’t that what your argument is saying?” the judge asked Redmond."
Pentagon wades into political minefield in hunt for extremists,https://www.politico.com/news/2021/02/24/pentagon-hunt-extremists-471291,"“How do you balance this? We don’t have all the answers on this right now,” Air Force Chief of Staff Gen. C.Q. Brown told reporters on Friday. “How do you define it? That’s been part of the conversation. Where does the line get drawn on the definition? We may all have different opinions about this. And this is part of the work we will do with the stand down and as we go forward.”"
Federal judge deals Biden another blow on 100-day deportation ban,https://www.politico.com/news/2021/02/24/texas-judge-biden-deportation-ban-471315,"“[T]he core failure of DHS lies not in the brevity of the January 20 Memorandum or the corresponding administrative record, but instead in its omission of a rational explanation grounded in the facts reviewed and the factors considered,” Tipton wrote. “This failure is fatal, as this defect essentially makes DHS’s determination to institute a 100-day pause on deportations an arbitrary and capricious choice.”"
Pentagon wades into political minefield in hunt for extremists,https://www.politico.com/news/2021/02/24/pentagon-hunt-extremists-471291,"""There is no litmus test for ideology and people can hold in their head and in their heart pretty much whatever they want to,"" added Reed, who is now the dean of the School of Public Affairs at the University of Colorado in Colorado Springs. ""It’s when they start impacting other people through their behavior that it becomes prejudicial to good order and discipline.”"
Biden orders supply chain review for 4 industries,https://www.politico.com/news/2021/02/24/biden-executive-order-supply-chain-industries-471304,Shortages abound: The order comes as automakers around the U.S. reel from a global shortage in semiconductors — the computer chips in everything from cell phones to SUVs — forcing manufacturers to halt auto production for weeks.
"New York City said it would purge its DNA database. A year later, it’s expanded.",https://www.politico.com/news/2021/02/24/new-york-city-dna-database-471342,"The NYPD announced plans last February to remove most DNA samples that are more than two years old, if the person the DNA comes from hasn’t been convicted of a crime and isn’t a suspect in an ongoing investigation. In the year since, 1,042 DNA profiles have been fully removed from the database, but another 2,849 profiles were added, according to an analysis of city data by the Legal Aid Society, resulting in an overall expansion."
"New York City said it would purge its DNA database. A year later, it’s expanded.",https://www.politico.com/news/2021/02/24/new-york-city-dna-database-471342,"In addition to removing old profiles, the announced reforms include limiting the collection of DNA from minors, who will only have DNA taken if they're suspected in a felony, sex crime, gun crime or hate crime."
Federal judge deals Biden another blow on 100-day deportation ban,https://www.politico.com/news/2021/02/24/texas-judge-biden-deportation-ban-471315,"Last week, the Biden administration issued new enforcement guidance that would require U.S. Immigration and Customs Enforcement to focus on immigrants who pose a national security, border security or public safety risk — a major shift away from the Trump administration’s more aggressive enforcement approach. It is expected to result in a drop in deportations and other enforcement actions."
"'Merci, mon ami': Biden, Trudeau renew bilateral bond post-Trump",https://www.politico.com/news/2021/02/23/biden-trudeau-meeting-471312,"In the joint ""roadmap"" for renewed Canada-U.S. cooperation issued after the meeting, Biden and Trudeau pledged to update their 2030 carbon targets under the Paris Agreement by the time the U.S. hosts its climate summit in April. They agreed to rely on science and public health recommendations when considering any future loosening of the Canada-U.S. border restrictions, and they committed to working with multinational institutions to support global distribution of the Covid-19 vaccine."
Romney: Trump will win 2024 GOP nomination if he runs,https://www.politico.com/news/2021/02/24/mitt-romney-trump-2024-gop-nomination-471316,"Senate Minority Leader Mitch McConnell, who voted to acquit Trump in his second impeachment trial, also declared that the former president was “morally and practically responsible” for the attack."
'Bad politics for them': GOP sneers at Dem Covid bill,https://www.politico.com/news/2021/02/23/bad-politics-for-them-gop-sneers-at-dem-covid-bill-471245,"On Tuesday, Senate GOP leaders devoted most of their weekly press conference to the school reopening debate. Thune said Democrats seem more interested in money for Planned Parenthood ""than they are about getting kids back into class,” while Sen. John Barrasso (R-Wyo.) said Biden “has surrendered to the teachers' union.”"
Stephen Miller set to brief House conservatives,https://www.politico.com/news/2021/02/23/stephen-miller-house-conservatives-471301,Donald Trump and his allies are putting President Joe Biden’s sweeping immigration overhaul in their crosshairs.
Former Florida congressman fined $456K for campaign scheme,https://www.politico.com/news/2021/02/23/former-florida-lawmaker-fined-450k-by-fec-471244,"The U.S. District Court for the Southern District of Florida granted Rivera’s move to dismiss the FEC’s initial complaint against him in 2017, citing a Utah court ruling that the FEC had overstepped. The agency filed an amended complaint in 2019, which Rivera again tried to have dismissed, but this time the court sided with the FEC and the lawsuit moved forward."
'Bad politics for them': GOP sneers at Dem Covid bill,https://www.politico.com/news/2021/02/23/bad-politics-for-them-gop-sneers-at-dem-covid-bill-471245,"Asked whether he should have done more to constrain the more radical elements of his party on Tuesday, Senate Minority Leader Mitch McConnell replied: “What you need to focus on is how unified we are today in opposition to what the Biden administration is trying to do.”"
Judge rips Capitol rioter’s Trump defense,https://www.politico.com/news/2021/02/23/capitol-rioters-judge-proud-boys-trump-471199,"“People who want to come visit D.C., Americans who want to come visit their Capitol, are they ever going to able to walk where we used to walk freely?” she asked. “It’s unclear, shockingly unclear.”"
Former Florida congressman fined $456K for campaign scheme,https://www.politico.com/news/2021/02/23/former-florida-lawmaker-fined-450k-by-fec-471244,"Rivera did lose a court battle in 2016 concerning his finances as a state legislator, for which he was to be fined $58,000. However, he didn’t have to pay since he was no longer a member of the Florida House, which would have needed to enforce the fine."
‘It can only get better’: Linda Thomas-Greenfield headed to crisis-plagued U.N.,https://www.politico.com/news/2021/02/23/un-ambassador-linda-thomas-greenfield-471172,"Thomas-Greenfield, a 35-year veteran at the State Department, faced tough questions in her Senate confirmation hearings over the extent to which she will confront Chinese authoritarianism and regional meddling. She promised in her confirmation hearing to promote American values of democracy, human rights, and peace."
Dems clash over Biden-era police bill after 'defund' attacks,https://www.politico.com/news/2021/02/24/democrats-defund-police-471201,"Given House Democrats’ five-vote majority, just a handful of them could join together and sink any bill on the floor. But Gottheimer and other centrists uneasy with the current policing bill insist they aren’t ready to do that, saying they prefer to work behind the scenes to reach a compromise rather than pick a nasty fight on the floor over an issue that the GOP trashed them for last fall with ""defund the police"" ads."
"New York City said it would purge its DNA database. A year later, it’s expanded.",https://www.politico.com/news/2021/02/24/new-york-city-dna-database-471342,"“A year ago, the NYPD promised to reform its shameful practice of collecting and indexing DNA from people — including children as young as 12 — who have not been convicted of a crime,” Rosenblatt said. ”These numbers show that the NYPD can’t be trusted. Legislators must act now to end genetic stop and frisk, which disproportionately culls the DNA of Black and Latinx people, by shutting down the city’s rogue DNA index.”"
What we know — and still don't — as Congress starts its Jan. 6 investigation,https://www.politico.com/news/2021/02/24/january-6-capitol-riot-investigation-471196,"Senate leaders from both parties always intended for the inquiry to press on with additional hearings, and they came away with obvious investigative leads on Tuesday."
"Lawrence Ferlinghetti, poet and activist, dies at 101",https://www.politico.com/news/2021/02/23/lawrence-ferlinghetti-poet-activist-dies-471233,"In the early 1950s, he settled in San Francisco and married Selden Kirby-Smith, whom he divorced in 1976. (They had two children). Ferlinghetti also became a member of the city’s rising literary movement, the so-called San Francisco Renaissance, and soon helped establish a gathering place. Peter D, Martin, a sociologist, had opened a paperback store in the city’s North Beach section and named it after a recent Charlie Chaplin film, “City Lights.” When Ferlinghetti saw the storefront, in 1953, he suggested he and Martin become partners. Each contributed $500."
McConnell to support Garland for attorney general,https://www.politico.com/news/2021/02/23/mcconnell-merrick-garland-attorney-general-471177,Senate Republicans have maintained that their decision to prevent Garland from receiving a hearing in 2016 was not personal.
Stephen Miller set to brief House conservatives,https://www.politico.com/news/2021/02/23/stephen-miller-house-conservatives-471301,"“There is absolutely no public opinion in the world that says Stephen Miller and Donald Trump’s immigration plans are a net positive for the Republican Party,” said Todd Schulte, the president of FWD.us, an immigration advocacy group. “The human consequences of those policies have been terrible and the political consequences for the republican party have been flat out terrible.”"
Federal judge deals Biden another blow on 100-day deportation ban,https://www.politico.com/news/2021/02/24/texas-judge-biden-deportation-ban-471315,"Cody Wofsy, a staff attorney with the ACLU’s Immigrants’ Rights Project, said the civil liberties group was reviewing its options."
‘It can only get better’: Linda Thomas-Greenfield headed to crisis-plagued U.N.,https://www.politico.com/news/2021/02/23/un-ambassador-linda-thomas-greenfield-471172,"From Day 1, Thomas-Greenfield will confront twin crises — climate change and Covid-19 — and a string of conflicts ranging from a 20-year war in Afghanistan to a 10-year civil war in Syria, from a humanitarian crisis in Yemen to the politically fraught Iran nuclear deal."
Texas disaster puts Beto O’Rourke back in business,https://www.politico.com/news/2021/02/24/beto-orourke-texas-governor-471254,"While Ted Cruz was getting clobbered for fleeing Texas amid its historic winter storm, the Democrat he defeated in 2018, Beto O’Rourke, was already deep into disaster relief mode — soliciting donations for storm victims, delivering pallets of water from his pickup truck and once again broadcasting his movements on Facebook Live."
How the White House botched the Neera Tanden nomination,https://www.politico.com/news/2021/02/23/neera-tanden-confirmation-471265,"Still, several Democrats said Biden has no strong ties or loyalty to her. Tanden is a product of the Clinton world and is close to John Podesta, who she worked with at the Center for American Progress and who had advocated for her placement in the Biden administration. Democrats also argue that a scuttled Tanden nomination is not a terrible political outcome for Biden, as it gives Manchin and Republicans a chance to say they broke with Biden on something on one front while giving them cover to back his agenda elsewhere."
Texas disaster puts Beto O’Rourke back in business,https://www.politico.com/news/2021/02/24/beto-orourke-texas-governor-471254,"Despite saying before dropping out of the presidential race that he could not “fathom a scenario where I would run for public office again if I’m not the nominee,” O’Rourke had been considering running for governor, frustrated, among other things, by GOP Gov. Greg Abbott’s management of the coronavirus pandemic and his call for Texas to become a “Second Amendment sanctuary state.”"
Texas disaster puts Beto O’Rourke back in business,https://www.politico.com/news/2021/02/24/beto-orourke-texas-governor-471254,"The former congressman and onetime Democratic sensation acknowledged last month that he’s considering running for governor in 2022, and he has discussed the possibility with Democratic Party officials and other associates. The drubbing that Texas Republicans are taking in the wake of the deadly storm may provide him with an opening — even in his heavily Republican state."
‘It can only get better’: Linda Thomas-Greenfield headed to crisis-plagued U.N.,https://www.politico.com/news/2021/02/23/un-ambassador-linda-thomas-greenfield-471172,"Guterres’s top political priority for 2021 is climate change, and global progress now hinges on the ability of the Biden administration to move beyond its initial gesture of rejoining the Paris climate accord."
Vilsack confirmed as Agriculture secretary,https://www.politico.com/news/2021/02/23/vilsack-confirmed-agriculture-secretary-471178,The confirmation gives Vilsack a second spin in the same role he held for the entirety of the Obama administration.
Dems clash over Biden-era police bill after 'defund' attacks,https://www.politico.com/news/2021/02/24/democrats-defund-police-471201,"Still, both Bass and Scott have signaled a willingness to compromise on the issue in the final bill, which will require at least 10 Senate Republican votes to make it to Biden’s desk. The bipartisan duo has resumed private discussions they began last summer — along with the leading Senate Democrat on policing, New Jersey's Cory Booker — in the hopes of reaching a compromise this year."
Vilsack confirmed as Agriculture secretary,https://www.politico.com/news/2021/02/23/vilsack-confirmed-agriculture-secretary-471178,"Vilsack will also have to deal with historically high levels of food insecurity, pandemic aid efforts, continued supply chain disruptions and concerns about meatpacking and farmworker working conditions and vaccine access."
"Lawrence Ferlinghetti, poet and activist, dies at 101",https://www.politico.com/news/2021/02/23/lawrence-ferlinghetti-poet-activist-dies-471233,"Few poets of the past 60 years were so well known, or so influential. His books sold more than 1 million copies worldwide, a fantasy for virtually any of his peers, and he ran one of the world’s most famous and distinctive bookstores, City Lights. Although he never considered himself one of the Beats, he was a patron and soul mate and, for many, a lasting symbol — preaching a nobler and more ecstatic American dream."
